,func,target,project
603,"function claimReward_re_ent32() public {        
        require(redeemableEther_re_ent32[msg.sender] > 0);
        uint transferValue_re_ent32 = redeemableEther_re_ent32[msg.sender];
        msg.sender.transfer(transferValue_re_ent32);    
        redeemableEther_re_ent32[msg.sender] = 0;
    }",True,buggy_3.sol
604,"function withdrawFunds_re_ent38 (uint256 _weiToWithdraw) public {
        require(balances_re_ent38[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent38[msg.sender] -= _weiToWithdraw;
    }",True,buggy_3.sol
605,"function claimReward_re_ent4() public {        
        require(redeemableEther_re_ent4[msg.sender] > 0);
        uint transferValue_re_ent4 = redeemableEther_re_ent4[msg.sender];
        msg.sender.transfer(transferValue_re_ent4);    
        redeemableEther_re_ent4[msg.sender] = 0;
    }",True,buggy_3.sol
606,"function callme_re_ent7() public{
        require(counter_re_ent7<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent7 += 1;
    }",True,buggy_3.sol
607,"    function transfer(
        address _to, 
        uint256 _value) public returns (bool success) 
    {
        assert(_to!=address(this) && 
                !isTransPaused &&
                balances[msg.sender] >= _value &&
                balances[_to] + _value > balances[_to]
        );
        balances[msg.sender] -= _value; 
        balances[_to] += _value; 
		if(msg.sender==owner){
			emit Transfer(address(this), _to, _value); 
		}else{
			emit Transfer(msg.sender, _to, _value); 
		}
        return true;
    }",False,buggy_3.sol
608,"	  function buyTicket_re_ent23() public{
	    if (!(lastPlayer_re_ent23.send(jackpot_re_ent23)))
        revert();
      lastPlayer_re_ent23 = msg.sender;
      jackpot_re_ent23    = address(this).balance;
    }",True,buggy_3.sol
609,"    function transferFrom(
        address _from, 
        address _to, 
        uint256 _value) public returns (bool success) 
    {
        assert(_to!=address(this) && 
                !isTransPaused &&
                balances[msg.sender] >= _value &&
                balances[_to] + _value > balances[_to] &&
                allowed[_from][msg.sender] >= _value
        );
        balances[_to] += _value; 
        balances[_from] -= _value;  
        allowed[_from][msg.sender] -= _value; 
        if(_from==owner){
			emit Transfer(address(this), _to, _value); 
		}else{
			emit Transfer(_from, _to, _value); 
		}
        return true;
    }",False,buggy_3.sol
610,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_3.sol
611,"    function approve(address _spender, uint256 _value) public returns (bool success) 
    { 
        assert(msg.sender!=_spender && _value>0);
        allowed[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        return true;
    }",False,buggy_3.sol
612,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_3.sol
613,"    function allowance(
        address _owner, 
        address _spender) public view returns (uint256 remaining) 
    {
        return allowed[_owner][_spender]; 
    }",False,buggy_3.sol
614,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_3.sol
615,"    function balanceOf(address accountAddr) public view returns (uint256) {
        return balances[accountAddr];
    }",False,buggy_3.sol
616,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_3.sol
617,"	function changeOwner(address newOwner) public{
        assert(msg.sender==owner && msg.sender!=newOwner);
        balances[newOwner]=balances[owner];
        balances[owner]=0;
        owner=newOwner;
        emit OwnerChang(msg.sender,newOwner,balances[owner]); 
    }",False,buggy_3.sol
618,"    function withdraw_balances_re_ent36 () public {
       if (msg.sender.send(balances_re_ent36[msg.sender ]))
          balances_re_ent36[msg.sender] = 0;
      }",True,buggy_3.sol
619,"    function setPauseStatus(bool isPaused)public{
        assert(msg.sender==owner);
        isTransPaused=isPaused;
    }",False,buggy_3.sol
620,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_3.sol
621,"    function changeContractName(string memory _newName,string memory _newSymbol) public {
        assert(msg.sender==owner);
        name=_newName;
        symbol=_newSymbol;
    }",False,buggy_3.sol
622,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_3.sol
623,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_3.sol
624,"    function Put(uint _unlockTime)
    public
    payable
    {
        var acc = Acc[msg.sender];
        acc.balance += msg.value;
        acc.unlockTime = _unlockTime>now?_unlockTime:now;
        LogFile.AddMessage(msg.sender,msg.value,""Put"");
    }",False,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
625,"    function Collect(uint _am)
    public
    payable
    {
        var acc = Acc[msg.sender];
        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)
        {
            if(msg.sender.call.value(_am)())
            {
                acc.balance-=_am;
                LogFile.AddMessage(msg.sender,_am,""Collect"");
            }
        }
    }",True,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
626,"    function WALLET(address log) public{
        LogFile = Log(log);
    }",False,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
627,"    function AddMessage(address _adr,uint _val,string _data)
    public
    {
        LastMsg.Sender = _adr;
        LastMsg.Time = now;
        LastMsg.Val = _val;
        LastMsg.Data = _data;
        History.push(LastMsg);
    }",False,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol
628,"  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    require(c / a == b);
    return c;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
629,"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    require(b > 0);  
    uint256 c = a / b;
    return c;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
630,"  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    require(b <= a);
    uint256 c = a - b;
    return c;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
631,"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    require(c >= a);
    return c;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
632,"  function mod(uint256 a, uint256 b) internal pure returns (uint256) {
    require(b != 0);
    return a % b;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
633,"    function transferOwnership(address newOwner) onlyOwner public {
        require(newOwner != address(0));
        owner = newOwner;
    }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
634,"  function totalSupply() public view returns (uint256) {
    return _totalSupply;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
635,"  function balanceOf(address owner) public view returns (uint256) {
    return _balances[owner];
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
636,"  function allowance(
    address owner,
    address spender
   )
    public
    view
    returns (uint256)
  {
    return _allowed[owner][spender];
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
637,"  function transfer(address to, uint256 value) public returns (bool) {
    require(value <= _balances[msg.sender]);
    require(!_frozenAccount[msg.sender]);   
    require(!_frozenAccount[to]);   
    require(to != address(0));
    _balances[msg.sender] = _balances[msg.sender].sub(value);
    _balances[to] = _balances[to].add(value);
    emit Transfer(msg.sender, to, value);
    return true;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
638,"  function approve(address spender, uint256 value) public returns (bool) {
    require(spender != address(0));
    _allowed[msg.sender][spender] = value;
    emit Approval(msg.sender, spender, value);
    return true;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
639,"  function transferFrom(
    address from,
    address to,
    uint256 value
  )
    public
    returns (bool)
  {
    require(value <= _balances[from]);
    require(value <= _allowed[from][msg.sender]);
     require(!_frozenAccount[from]);   
    require(!_frozenAccount[to]);   
    require(to != address(0));
    _balances[from] = _balances[from].sub(value);
    _balances[to] = _balances[to].add(value);
    _allowed[from][msg.sender] = _allowed[from][msg.sender].sub(value);
    emit Transfer(from, to, value);
    return true;
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
640,"  function isAccountFreezed(address _address) public view returns (bool) {
    return _frozenAccount[_address];
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
641,"  function _mint(address account, uint256 amount) internal {
    require(account != 0);
    _totalSupply = _totalSupply.add(amount);
    _balances[account] = _balances[account].add(amount);
    emit Transfer(address(0), account, amount);
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
642,"  function _burn(address account, uint256 amount) internal {
    require(account != 0);
    require(amount <= _balances[account]);
    _totalSupply = _totalSupply.sub(amount);
    _balances[account] = _balances[account].sub(amount);
    emit Transfer(account, address(0), amount);
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
643,"  function _freezeAccount(address target, bool freeze) internal {
    _frozenAccount[target] = freeze;
    emit FrozenFunds(target, freeze);
    }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
644,"  function burnToken( uint256 amount)  public {
      _burn(msg.sender,amount);
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
645,"  function freeze(address freezingAddress,bool decision)  onlyOwner public {
      _freezeAccount(freezingAddress,decision);
  }",False,0x945192524c6605d20be6c529dd318666b74078bc.sol
646,"  function totalSupply() public view returns (uint256) {
    return totalSupply_;
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
647,"  function balanceOf(address _owner) public view returns (uint256) {
    return balances[_owner];
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
648,"  function transfer(
    address _to,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.transfer(_to, _value);
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
649,"  function mul(uint256 _a, uint256 _b) internal pure returns (uint256 c) {
    if (_a == 0) {
      return 0;
    }
    c = _a * _b;
    assert(c / _a == _b);
    return c;
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
650,"  function div(uint256 _a, uint256 _b) internal pure returns (uint256) {
    return _a / _b;
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
651,"  function sub(uint256 _a, uint256 _b) internal pure returns (uint256) {
    assert(_b <= _a);
    return _a - _b;
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
652,"  function add(uint256 _a, uint256 _b) internal pure returns (uint256 c) {
    c = _a + _b;
    assert(c >= _a);
    return c;
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
653,"  function allowance(
    address _owner,
    address _spender
   )
    public
    view
    returns (uint256)
  {
    return allowed[_owner][_spender];
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
654,"  function transferFrom(
    address _from,
    address _to,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.transferFrom(_from, _to, _value);
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
655,"  function approve(
    address _spender,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.approve(_spender, _value);
  }",False,0x634446285f22aa660b36424ecd27455ab9bde51c.sol
